route_key,final_seatcount
2025-01-29_02_16,1327.2028489656186
2025-01-11_35_46,2297.024595032717
2025-01-09_03_45,1288.9285537366927
2025-01-28_02_40,2017.8687640664002
2025-02-09_02_47,2397.2227498916473
2025-01-16_38_36,890.5344818952792
2025-01-11_44_45,1155.249488847627
2025-02-01_36_37,3690.9759065749085
2025-01-24_02_16,1784.7301434974231
2025-01-30_46_35,2494.904986798083
2025-02-19_45_03,1407.1876334210906
2025-02-27_46_09,4349.008207759987
2025-01-09_47_10,2571.7336940786868
2025-01-30_11_36,1621.0572880284356
2025-02-24_48_46,4270.364195520757
2025-01-12_01_02,1360.3362683270927
2025-01-25_23_25,1800.135924822843
2025-01-30_46_45,3308.4181834656547
2025-01-14_05_47,4564.380394717973
2025-02-22_19_30,1889.460676112342
2025-01-17_35_46,3842.936229316125
2025-02-21_09_45,3036.2890400577503
2025-02-01_02_16,1487.699032611285
2025-02-28_41_36,2778.128696886256
2025-02-13_30_02,1457.2185607809158
2025-02-12_28_47,2278.8317003326883
2025-01-08_47_43,5055.423668421356
2025-01-06_47_05,3208.258415759989
2025-01-01_45_46,5865.333652932701
2025-01-05_41_36,3842.930722931375
2025-01-05_46_48,4472.594328374069
2025-02-15_30_02,3064.037534593738
2025-01-22_26_46,1450.0215312893647
2025-01-13_19_02,1556.9156722003672
2025-01-05_47_10,1479.5425061053854
2025-02-12_45_05,1723.3737165981802
2025-02-06_47_28,2579.5298461782368
2025-02-28_47_43,3137.0176133759737
2025-01-22_02_19,2014.6985340829176
2025-01-13_45_03,1691.0368155244282
2025-02-21_03_45,1205.145823806574
2025-02-04_08_47,1179.2125561009268
2025-01-01_47_46,2190.823309214704
2025-02-02_45_46,6345.738550991493
2025-02-27_47_45,3721.26776024361
2025-01-26_17_23,1389.6056069329684
2025-02-23_04_29,1303.3153072348948
2025-01-18_45_44,1443.510715438967
2025-01-15_45_09,2500.9176550000066
2025-01-18_36_07,1976.1159844920849
2025-01-15_46_18,1738.9149921016422
2025-01-19_47_06,1539.8408093923952
2025-02-11_47_30,1446.9660010051552
2025-02-01_28_45,1788.4789521004345
2025-01-24_31_02,1721.1562650066903
2025-02-14_30_14,2302.379138015259
2025-01-30_36_11,1767.3142338492664
2025-01-07_02_01,1059.6325155048396
2025-02-09_30_02,3013.783842532719
2025-02-02_11_36,2613.294883451507
2025-01-04_47_43,2672.3782111640294
2025-01-05_16_02,2120.959486298735
2025-01-01_11_36,2168.3721562434284
2025-01-11_26_46,2559.164043236733
2025-01-24_01_02,1250.8574872516715
2025-02-22_28_45,2128.435846699875
2025-01-09_31_02,1648.0840355658647
2025-02-03_38_36,1544.9024860729621
2025-01-29_47_28,1954.6828402626318
2025-01-27_02_14,1183.2952479068185
2025-02-23_06_47,2190.7309196050583
2025-02-04_07_36,1377.6684434594827
2025-02-13_33_46,878.535160081082
2025-02-18_23_13,1450.403279362197
2025-02-20_41_36,2423.2383319393243
2025-01-17_45_34,2684.1027506792598
2025-02-04_46_45,3716.7417932951894
2025-02-26_02_21,1031.0691660267796
2025-02-05_02_14,1293.9473703250492
2025-02-26_47_45,3388.540456606308
2025-01-14_05_45,2359.4200270170722
2025-01-19_33_46,4178.59688173082
2025-01-31_47_03,1763.315462297112
2025-02-22_46_18,1893.603851213081
2025-01-03_30_14,1868.6194207959225
2025-02-11_43_47,1730.3070832822912
2025-02-17_36_37,3506.724453769679
2025-01-10_21_02,1019.287161379313
2025-01-25_02_30,2936.297108537909
2025-01-22_30_14,1004.2989930784344
2025-01-16_18_46,3222.4253432188243
2025-01-15_47_45,4070.8792960983697
2025-02-28_45_42,2526.5516866380485
2025-01-26_45_34,1311.4405153871262
2025-02-24_28_45,2590.6135876990743
2025-01-16_36_37,434.11393661240004
2025-02-25_18_46,1535.665629694588
2025-01-31_12_36,2639.6504345994285
2025-02-14_38_36,1484.324197121224
2025-02-25_36_22,1408.9333934456668
2025-02-15_46_26,1885.930610422652
2025-02-02_13_23,2828.8209752056605
2025-02-03_48_46,6225.773659927099
2025-02-03_18_46,2428.6222235999676
2025-01-24_40_02,2332.1173886609577
2025-01-19_02_31,1436.9988205877453
2025-01-29_47_06,1211.7888446404168
2025-01-25_42_45,1481.456110745204
2025-02-22_36_27,1710.5712969438282
2025-02-18_42_45,1428.5183821448968
2025-01-26_02_24,1007.3595572640012
2025-01-12_46_47,1867.2477957721874
2025-01-24_47_02,2263.198493346553
2025-02-13_46_35,2677.800170737898
2025-02-03_09_46,5839.841412682399
2025-01-26_36_27,1212.0107108732582
2025-02-20_32_19,1692.5911678857356
2025-02-26_48_46,3656.9632312226695
2025-02-12_23_13,1653.9486862097906
2025-02-09_15_46,2385.939300366277
2025-02-19_31_02,1702.3172609425392
2025-01-18_41_36,3490.7769842613184
2025-02-02_46_20,1923.8921086422147
2025-01-20_45_03,1259.77827830773
2025-02-22_22_36,1860.6619415061914
2025-01-30_35_46,1547.4345913197785
2025-02-01_30_02,2781.2135967789673
2025-01-05_31_02,3330.797330283456
2025-01-21_47_02,1391.1984281816517
2025-02-22_08_47,1524.714481962781
2025-01-13_44_46,2457.7306389349505
2025-01-28_36_27,1219.9704564033634
2025-02-25_22_36,1345.9428445106246
2025-01-26_45_03,1107.7519086507186
2025-02-22_45_34,2042.0467617177912
2025-02-14_36_11,3754.4542717158
2025-02-09_19_02,2708.7077506671903
2025-01-11_46_09,7322.154627058565
2025-01-29_47_02,1377.4280129630702
2025-02-02_45_39,1689.3822158093087
2025-01-13_17_23,1564.85523593042
2025-02-21_47_02,2318.635901739541
2025-01-12_36_12,1623.7988878276446
2025-02-07_17_23,1184.2730541778667
2025-02-10_19_30,1826.357485353937
2025-02-09_22_36,2046.4290429670239
2025-01-05_07_36,2286.119398467306
2025-02-20_43_47,1882.524810170916
2025-01-13_30_02,1984.5920756825572
2025-02-26_45_05,1418.3048617976867
2025-01-19_45_05,1633.2071584821172
2025-02-12_36_27,1633.1981436528242
2025-02-01_45_05,1505.6011221681802
2025-02-06_44_45,1036.61983580914
2025-02-07_05_47,2870.601498508108
2025-02-22_36_11,3616.923243002041
2025-01-13_46_18,3436.3573395393987
2025-01-27_25_23,1938.499953339547
2025-02-25_12_36,1716.7820856126243
2025-02-18_37_36,2175.7903221161546
2025-02-01_02_47,1740.8202839302974
2025-02-13_26_46,1482.4899736972936
2025-01-09_46_45,3113.569766044504
2025-01-07_09_46,3537.5144996421554
2025-01-26_36_12,1933.115044580917
2025-01-30_45_39,2443.944403656423
2025-01-23_02_30,1808.9147614110746
2025-02-04_45_05,1536.3239374094871
2025-01-06_25_23,1693.31676282749
2025-02-07_45_09,4707.012169037924
2025-01-23_47_03,1299.7944617970315
2025-01-01_04_29,1123.4929911057666
2025-01-17_46_33,1519.79043883114
2025-01-08_28_45,1466.3819689871498
2025-02-24_47_45,3986.215689923938
2025-01-30_46_09,4799.718731556844
2025-02-03_46_48,3075.4223797445047
2025-01-14_46_47,1675.544273914576
2025-01-29_30_14,1198.3605062569502
2025-01-25_02_16,1605.8558769722463
2025-01-04_22_36,1436.5224460218928
2025-01-28_23_25,1212.2428235978898
2025-02-12_46_26,1504.9052685265858
2025-02-19_09_45,2738.539059015006
2025-02-04_47_43,1909.7974019979345
2025-01-30_47_05,2429.589384259072
2025-02-03_47_46,1787.3712564248347
2025-01-31_36_07,1929.1569760317986
2025-01-23_23_13,2115.0070170997806
2025-01-10_28_47,2272.685027223201
2025-02-13_46_26,1513.6746517409547
2025-01-30_34_45,1355.3071412091608
2025-01-12_46_45,4214.514822950101
2025-02-12_42_45,1245.974218105489
2025-01-23_46_15,1609.5021603616692
2025-02-09_19_32,2905.825537121204
2025-01-19_36_12,1830.8383059218988
2025-02-11_25_23,1747.4023239161943
2025-01-28_47_45,3034.7641071665157
2025-02-18_45_48,1331.7836665740097
2025-01-19_46_48,4944.012899342799
2025-02-06_40_02,1758.3246734525515
2025-02-06_05_47,2193.958497813799
2025-02-05_09_45,2696.743046643311
2025-01-24_47_46,2460.8317202100816
2025-01-21_47_28,1388.3055764539306
2025-01-22_37_36,105.82433884858892
2025-02-06_47_05,3313.5843364579305
2025-02-27_46_33,966.0523655824688
2025-01-01_19_02,2820.5359713436487
2025-02-12_46_15,1101.4929213808962
2025-01-27_45_34,1102.868957353725
2025-02-04_47_08,1107.9310016093445
2025-02-17_19_30,1674.8314777262362
2025-02-12_01_02,1133.2457232868876
2025-02-11_37_36,1834.100072626905
2025-01-12_02_30,2802.583981427129
2025-01-05_47_06,1899.6454948797812
2025-01-04_05_47,2618.778884627563
2025-01-15_45_47,3847.1585850987763
2025-01-04_46_33,1313.3884932729002
2025-02-15_08_47,1524.5143388799218
2025-02-28_36_27,2130.7625948711348
2025-02-08_03_45,1660.553337724022
2025-02-05_47_43,2616.7466657295263
2025-01-05_32_19,2409.242689060139
2025-02-17_40_02,2352.6881133049537
2025-02-21_09_46,4330.770666252747
2025-01-29_17_23,1168.334463338052
2025-02-10_45_44,1125.2728644813278
2025-01-07_16_02,1308.8150030290408
2025-02-25_46_15,1354.1285319082276
2025-02-26_02_31,1893.3900756023677
2025-01-12_03_47,2182.945287928732
2025-02-26_02_16,1200.8184477773382
2025-01-15_46_45,4051.606043459611
2025-02-13_44_46,1716.6847866188082
2025-01-30_46_15,2003.7947776349608
2025-02-01_47_43,2088.17927137071
2025-02-24_07_36,1654.7259337463806
2025-02-22_05_47,2722.977886238954
2025-02-08_02_21,1532.969850678151
2025-01-01_03_45,2405.3381234908625
2025-02-12_02_47,1583.0285627421565
2025-01-09_30_14,1407.216791735504
2025-01-15_36_22,1014.9536976863205
2025-02-28_36_12,2201.9226504076883
2025-01-20_45_46,3935.1544263534297
2025-01-18_47_03,1664.6715151352146
2025-01-25_01_02,1240.848400398867
2025-01-28_01_02,1247.2142418688093
2025-01-08_45_46,3440.2761293683284
2025-02-17_46_48,2672.0435165528606
2025-01-08_47_06,3161.87090751693
2025-01-30_05_47,1917.2438506433652
2025-02-12_45_03,1668.7250294560574
2025-02-03_36_07,1433.5641501271484
2025-02-22_46_26,1716.2791708574225
2025-01-22_11_36,1579.0163431612377
2025-01-16_36_27,1151.0345797566154
2025-02-01_22_36,1563.1165002093387
2025-02-18_33_46,1186.659716677705
2025-01-29_46_18,1635.0503429448634
2025-01-19_09_45,5776.469254279485
2025-01-29_02_47,1687.8692490963272
2025-01-06_47_08,1148.9194058162068
2025-02-19_02_16,1334.319241920759
2025-02-21_46_20,1933.2207587929665
2025-01-11_31_02,2346.902982926016
2025-02-10_28_45,2609.9043521331705
2025-02-25_31_02,2062.0634729941276
2025-02-17_35_46,3010.7350011902636
2025-02-27_43_47,1721.6500367605142
2025-02-23_23_13,2380.689182544642
2025-01-03_31_02,2574.4621620262656
2025-01-14_47_02,1326.3049811559126
2025-01-21_12_36,1547.4214525140615
2025-01-01_40_02,3251.8282922526732
2025-02-23_28_47,3055.2565349070856
2025-01-02_46_09,4410.29464464181
2025-01-05_36_07,1855.3785346844174
2025-02-10_46_33,1218.038399736823
2025-01-01_36_41,4109.552526109349
2025-02-04_38_36,1449.2218911647024
2025-02-21_47_03,2680.1556093661534
2025-01-18_45_28,2529.5904372086734
2025-01-18_25_23,1674.4186849747748
2025-02-02_28_45,3638.9705585108395
2025-02-23_02_21,1457.7202881856583
2025-02-17_25_23,1518.0972632983603
2025-02-25_45_48,2951.946635991508
2025-02-03_21_02,1292.667285618224
2025-01-02_19_02,2121.2430587156878
2025-01-25_35_46,2042.3867738555941
2025-02-13_18_46,1331.629525256707
2025-01-07_45_39,1035.6779068681508
2025-02-09_47_02,2202.494161613121
2025-01-28_41_36,3045.8618233647044
2025-02-21_02_16,1864.3416600141318
2025-02-11_46_09,3715.887228411718
2025-02-28_07_36,1921.8801599713374
2025-02-19_45_42,1622.6297517206153
2025-01-25_19_02,2297.278001158172
2025-01-26_46_26,1620.2024550247088
2025-01-01_47_45,6530.933540835708
2025-02-11_02_47,1505.4981782447812
2025-02-17_43_47,2733.6069575078427
2025-01-24_47_45,4159.215644064496
2025-01-24_47_08,1640.7596965438672
2025-01-24_28_45,1280.0113057332128
2025-02-26_46_48,5069.758973378564
2025-01-12_47_45,4472.64395750768
2025-01-11_46_26,2630.3336719730855
2025-02-21_11_36,2337.4082069182978
2025-01-05_47_05,3697.2333382650904
2025-01-18_02_19,2417.070138821833
2025-01-24_45_09,4287.933511433581
2025-01-05_02_47,2744.686609626277
2025-01-25_48_46,4163.351217603179
2025-02-24_08_47,1574.4740790946698
2025-02-05_06_47,1233.317479106288
2025-02-18_44_46,1818.5546187710352
2025-01-19_30_14,1228.379262199908
2025-01-29_44_46,1596.7813286554735
2025-02-26_47_28,1900.8783006234573
2025-01-12_02_24,1032.068929814328
2025-02-02_02_16,1719.304670161956
2025-02-26_46_45,2955.1899807783066
2025-02-02_19_30,2197.6829184601597
2025-01-17_46_44,3760.9013072585185
2025-02-13_09_46,3879.412907481751
2025-02-25_45_09,4972.091712816722
2025-01-24_02_01,1736.2035180992602
2025-02-28_09_46,4516.458838158043
2025-02-22_17_23,1252.3685063541425
2025-02-13_47_03,1894.9203354609526
2025-02-02_38_36,1829.80404230879
2025-02-27_44_45,1044.2824292016203
2025-01-28_47_03,1193.8029752051712
2025-01-22_47_43,2097.070046235238
2025-01-24_02_30,2785.661199748084
2025-02-02_03_47,2418.8628838925865
2025-02-07_11_36,2368.465888157434
2025-02-15_19_32,2979.9179959988896
2025-02-05_35_46,1554.9324275439044
2025-02-02_30_02,3068.7318814656737
2025-02-21_30_14,2425.1466143636403
2025-01-12_45_42,1686.207704130369
2025-01-27_27_36,1704.0355374454266
2025-01-17_02_31,3102.767760926439
2025-02-18_17_23,1190.838902214256
2025-02-22_48_45,1637.56238365438
2025-01-24_12_36,1965.1670953670077
2025-01-02_45_47,4400.348155754751
2025-01-02_38_36,1211.9878879886921
2025-01-26_02_21,1230.3937705938397
2025-01-07_07_36,1281.4983293810528
2025-02-27_14_30,1382.9185848501916
2025-02-12_37_36,3207.977692420454
2025-01-28_08_47,1299.5206158118901
2025-02-17_47_28,1782.446093736753
2025-02-13_45_42,2116.264790166171
2025-02-04_23_13,1454.7964418800527
2025-01-02_05_47,3104.2745577944456
2025-02-12_02_14,1216.160989078468
2025-01-28_11_36,1651.6986063586369
2025-01-20_23_25,1272.3311895728666
2025-02-09_18_46,2860.849891094674
2025-01-31_46_45,4613.539724308663
2025-02-16_36_22,1705.381290525136
2025-02-24_42_45,1693.758013410542
2025-02-15_02_24,1452.8053906955215
2025-02-15_45_47,4444.4642261659355
2025-01-29_45_09,2848.499576041656
2025-02-04_47_10,950.7986659157036
2025-02-01_02_19,2603.4904172877787
2025-02-23_30_14,1411.9356148052957
2025-01-21_23_25,2007.7175411465248
2025-01-08_47_03,3115.241664265532
2025-01-01_02_30,2244.285605764659
2025-02-04_02_21,1207.2280509501904
2025-02-08_37_36,3331.4161772124244
2025-01-31_28_45,1356.8180777178961
2025-01-10_45_34,3416.317627190222
2025-02-05_46_26,1388.6257945876957
2025-01-07_45_28,2286.075694357849
2025-02-20_18_46,1359.113981507065
2025-01-06_14_30,1843.1499789199904
2025-02-22_45_47,4250.313386351883
2025-02-01_41_36,3513.597597924164
2025-01-09_47_46,2242.9117325148823
2025-02-17_14_30,1823.369580594552
2025-01-30_02_21,1395.9052604942428
2025-01-02_01_02,1231.3286638448353
2025-01-03_08_47,1301.8439848770568
2025-01-02_46_44,2171.9679930217135
2025-02-05_02_24,1164.8772163488902
2025-02-01_13_23,2414.0680585627524
2025-02-19_16_02,1215.0933411340875
2025-02-23_31_02,3257.818313039006
2025-01-27_45_09,1976.9367024503288
2025-02-01_43_47,2575.2287860108495
2025-02-18_48_46,3051.796312946055
2025-01-16_43_47,4366.093035892325
2025-02-07_28_47,1708.5355148619933
2025-01-10_25_23,1583.6209732438067
2025-01-03_45_03,2229.58356761031
2025-02-22_11_36,2982.248155943426
2025-02-16_47_08,1418.907934440872
2025-02-16_03_47,2259.2248458354106
2025-02-26_42_45,1284.5507032915689
2025-02-19_23_13,1374.4110993600138
2025-01-01_02_47,2139.809029412286
2025-01-27_36_27,1049.3761141063592
2025-01-16_25_23,1182.6947378360214
2025-01-04_02_01,1284.8261941185644
2025-02-24_02_24,1087.6725898088437
2025-02-04_02_30,1581.297969327181
2025-02-14_36_07,2109.461049314493
2025-01-08_45_42,1215.6138605594347
2025-02-17_48_45,2131.277058015093
2025-02-23_45_42,2039.8555152209242
2025-01-20_11_36,1799.4720511283344
2025-02-04_43_47,1726.9908327541357
2025-02-07_45_34,3134.921417382053
2025-01-10_46_33,3738.777015571214
2025-02-04_46_44,1567.7915915391166
2025-02-27_25_23,1839.2080556182661
2025-02-28_06_47,1252.5615472050026
2025-02-08_36_12,1843.2085326256079
2025-01-01_39_45,3504.7823277540374
2025-01-21_02_40,2063.193674431877
2025-01-22_19_30,1291.5842543921094
2025-01-31_45_34,2984.3829305658574
2025-01-26_11_36,2176.4489387826357
2025-02-10_47_05,2362.3998541251294
2025-02-21_43_47,2531.7031085153612
2025-01-04_12_36,1906.9447862742163
2025-01-08_30_14,1141.2208755960737
2025-02-22_45_05,1849.6336144728075
2025-02-28_46_47,2127.0555735488583
2025-01-20_36_37,814.6307599610166
2025-01-13_02_16,1377.4940879162523
2025-01-23_15_46,1291.7059203873457
2025-01-15_47_28,2165.4049145626486
2025-02-03_32_19,2101.9591453752337
2025-01-22_02_47,1728.103527331195
2025-02-06_28_47,1772.5818690025721
2025-02-07_07_36,1793.0014150221205
2025-01-02_45_09,3041.7836360486217
2025-01-15_03_45,3019.368948990065
2025-02-06_47_08,1297.4748898568869
2025-02-12_45_09,2696.9473536107125
2025-01-14_02_31,1500.1264091050182
2025-02-28_23_13,2414.7013666382154
2025-01-09_25_23,1482.8772182928356
2025-02-27_44_46,1952.7418854355117
2025-01-07_46_45,3210.9416417051402
2025-02-23_09_45,5228.213102532382
2025-02-18_36_22,1288.015966087736
2025-01-12_35_46,3170.8795542961693
2025-02-13_38_36,1348.6971660669096
2025-02-28_20_46,1986.693295384671
2025-01-20_46_44,1961.9320307136038
2025-02-17_09_45,3777.809989435781
2025-01-03_28_47,1321.17464162639
2025-02-06_30_02,1698.320292064756
2025-01-14_11_36,1556.7883536488127
2025-01-31_30_02,2083.828447730353
2025-02-10_03_45,1653.5176260110195
2025-02-04_45_42,1248.9785734666962
2025-01-20_18_46,2863.691901015838
2025-02-24_13_23,2858.606674284341
2025-01-29_15_46,1231.164763125416
2025-01-06_47_10,1297.1909650133418
2025-01-25_07_36,1683.049419633965
2025-01-20_04_29,1141.49425268379
2025-01-27_46_33,820.6566445528449
2025-02-23_19_32,3070.057563334104
2025-02-13_11_36,3140.296145016658
2025-01-01_28_47,1819.223889166828
2025-01-30_09_45,2307.924236259329
2025-01-13_03_45,1849.9976842521664
2025-02-22_31_02,2267.506759401173
2025-01-22_01_02,1116.9275343513114
2025-01-04_13_23,2140.4917195963344
2025-02-19_08_47,1359.9951353039426
2025-02-14_44_45,1055.171545185804
2025-02-18_45_39,1201.8279237362822
2025-02-15_23_25,1903.7454497747333
2025-01-19_04_29,1116.7434212164885
2025-01-05_25_23,2987.1016504329955
2025-02-13_19_30,1695.8192957903125
2025-01-02_28_47,1533.687673402581
2025-02-03_47_05,2422.0083193593186
2025-02-25_02_01,1228.5989330197629
2025-01-25_05_47,2487.7107067793995
2025-02-14_02_21,1700.9780958681433
2025-02-11_47_46,1519.2551101957445
2025-02-04_02_47,1765.5584435511319
2025-01-29_46_09,3178.9939846528205
2025-01-08_27_36,1270.072357305479
2025-02-13_43_47,2066.149200366925
2025-01-05_14_30,2776.311655278164
2025-02-18_18_46,1331.045471531075
2025-01-07_46_09,3518.544498335843
2025-02-04_39_45,1253.0553293591777
2025-02-14_02_40,3026.94484871675
2025-02-12_45_42,1841.314061205243
2025-01-27_47_05,2034.8856224833382
2025-01-12_04_29,1115.2605312583087
2025-01-08_35_46,1413.061137331537
2025-02-05_46_15,1311.793113739849
2025-02-26_03_45,1299.5828956909609
2025-01-17_45_09,4521.2031010255105
2025-02-10_45_34,1359.6081066130612
2025-01-29_02_30,1518.8534333134764
2025-01-26_22_36,1512.4446184897697
2025-01-15_09_45,4066.970283886748
2025-01-30_30_02,2130.800593212295
2025-02-02_47_45,5495.755098205872
2025-01-04_46_35,2573.0099686132835
2025-02-26_19_02,1476.602981796089
2025-02-20_22_36,1443.2159527713825
2025-01-26_31_02,2972.7207316823396
2025-01-02_48_46,5607.641411910334
2025-02-26_36_41,2298.362232593163
2025-01-25_30_14,1525.8834137778638
2025-02-05_22_36,1339.9011733151024
2025-01-07_14_30,1389.0867522242766
2025-01-29_34_45,1401.3024589550055
2025-02-15_20_46,1427.5207266294726
2025-02-01_23_25,1630.4348279642952
2025-02-23_34_45,3633.3833720765615
2025-02-03_15_46,2199.5744619537404
2025-01-03_02_40,2875.469323657874
2025-02-16_45_39,1217.1335857120716
2025-02-22_33_46,1191.0260298721064
2025-02-07_47_06,1866.476109329191
2025-01-31_46_48,6506.571696387525
2025-01-08_02_31,2017.8659554689468
2025-02-27_02_24,1015.093237561269
2025-01-05_21_02,1898.2189943076924
2025-02-05_33_46,927.216271387792
2025-01-21_47_06,1212.3270322923327
2025-02-20_33_46,1797.8475870577572
2025-01-09_36_22,1191.4092739182188
2025-02-18_36_27,1444.0320996870842
2025-01-05_02_01,1359.4520196247022
2025-01-04_03_45,1995.8862689425866
2025-01-01_09_45,6614.142739984824
2025-02-14_22_36,1802.3273157824508
2025-02-09_45_28,2685.068727181699
2025-02-01_36_27,1737.8279735456092
2025-02-04_13_23,1686.9482036662898
2025-02-24_45_09,2923.0592248478956
2025-01-20_36_07,1481.332659791038
2025-02-06_14_30,1171.4995312502365
2025-02-11_18_46,2256.3991935920403
2025-02-11_19_32,2125.3761726734574
2025-01-30_13_23,1590.8684093903112
2025-02-18_35_46,1735.5118410084456
2025-02-06_45_28,2939.8889614476343
2025-02-05_05_45,1722.260241276846
2025-01-18_23_25,1922.4825404737785
2025-02-03_42_45,1922.0259659155522
2025-02-11_23_25,1354.6479961138552
2025-01-08_39_45,1071.5747368634702
2025-02-12_33_46,1091.9713296204893
2025-02-12_48_46,3322.7835151442
2025-02-18_25_23,1570.945929464987
2025-02-26_46_47,1452.5940460488437
2025-01-12_17_23,1534.107302019719
2025-01-28_46_35,1417.5712009701488
2025-01-08_14_30,1403.065544173236
2025-02-27_46_47,1469.5901043963056
2025-01-30_45_42,1871.1340305214346
2025-01-01_03_47,1536.6028451842117
2025-02-21_46_44,3882.5405027936085
2025-01-26_20_46,1797.3508704203057
2025-01-04_19_30,2140.575075237685
2025-01-09_37_36,30.50741265625561
2025-02-01_17_23,1155.0229169098425
2025-01-05_02_14,1499.2181278647834
2025-02-01_47_30,1925.0054109075297
2025-02-05_31_02,1481.9132812013218
2025-02-08_43_47,2782.7605375161797
2025-01-21_02_19,1824.6747908857967
2025-01-10_39_45,973.9535914283074
2025-02-02_18_46,3100.045834448862
2025-02-18_31_02,2000.8352326332974
2025-02-21_17_23,1246.0636803205846
2025-01-06_47_43,2881.8527779559213
2025-02-04_21_02,1123.2079816843934
2025-01-05_47_30,2069.6786190920193
2025-02-23_46_26,1915.0721102294665
2025-02-12_15_46,1224.1001071925116
2025-01-20_02_19,1618.6167467273913
2025-02-27_46_44,2106.145016929037
2025-01-12_47_28,3163.125322636766
2025-02-18_45_44,990.1187724211308
2025-02-08_17_23,1287.2972575142753
2025-01-13_28_47,2213.7619837972807
2025-01-13_26_46,1965.4839517110781
2025-01-18_39_45,1964.3461597280793
2025-01-13_42_45,1512.3117868371803
2025-02-09_36_22,1553.0639365639806
2025-01-08_43_47,1878.0277501715482
2025-01-04_07_36,2513.6649987101146
2025-01-11_39_45,1685.6465425690556
2025-01-22_28_45,1694.0769252434702
2025-01-05_02_16,1686.804467379839
2025-01-08_45_09,3471.3976014514983
2025-02-13_46_33,1299.49583730148
2025-01-28_05_47,2042.0703294223479
2025-02-08_19_32,2879.1118867164087
2025-01-01_48_45,3292.5490705117204
2025-02-04_32_19,1734.4171877952804
2025-02-20_19_32,2669.8842028183385
2025-01-26_26_46,2458.9715991574576
2025-02-17_05_47,3064.8629430768483
2025-02-08_02_14,1646.8187276607866
2025-01-28_46_45,2816.34687412095
2025-02-20_45_46,4405.704106934056
2025-01-08_02_19,1782.4130633635489
2025-01-23_46_44,1825.1383069871993
2025-01-10_03_47,1996.5684963987912
2025-02-06_09_46,3922.5604468487045
2025-01-06_42_45,2125.5843602738373
2025-02-20_45_44,1401.9379364719093
2025-02-16_30_02,2653.2889757892117
2025-02-08_44_45,1225.2199142962243
2025-02-10_16_02,1468.422676094457
2025-02-20_45_42,2063.5758978764543
2025-01-17_15_46,2147.795441927223
2025-01-18_03_45,2949.7839831619326
2025-02-09_47_28,2262.4748698760104
2025-01-15_16_02,1106.323943764409
2025-02-25_41_36,3084.865797101351
2025-02-27_02_30,1715.7082610054317
2025-02-16_05_47,4804.897796953712
2025-01-24_37_36,175.0355298017373
2025-02-28_19_30,1412.559861419263
2025-02-11_46_44,1660.3856099982504
2025-02-14_18_46,1478.6485947450608
2025-01-16_02_31,2537.2933875094586
2025-01-01_42_45,2697.3183528166733
2025-02-17_02_16,1325.715052750165
2025-02-21_27_36,1500.9039282205483
2025-02-19_39_45,1144.538030129153
2025-02-27_07_36,1625.2903863921385
2025-01-19_18_46,3901.8118915146724
2025-02-12_45_34,1543.8912013335498
2025-02-27_47_06,1442.91309862019
2025-02-23_11_36,3518.7028429000948
2025-01-10_47_02,2316.1705281405234
2025-01-03_48_45,2023.221495407309
2025-01-06_45_34,1191.9115717125576
2025-02-26_20_46,1365.117782809135
2025-01-06_43_47,2320.992795807784
2025-01-11_36_07,2039.6394799415796
2025-01-20_47_08,1252.0439464406288
2025-02-06_45_47,4940.960966429688
2025-02-27_45_03,1544.891724912916
2025-01-21_44_46,2493.588939426938
2025-01-04_42_45,2696.0464130203936
2025-01-08_44_46,1351.2921197099831
2025-02-09_02_19,2185.9740716198744
2025-01-24_02_40,3358.708663466124
2025-02-02_19_02,2874.0228646222376
2025-02-25_21_02,1209.2020946697291
2025-02-15_46_33,1453.9016524466806
2025-02-07_20_46,1287.642322264397
2025-01-11_01_02,1117.1786022911097
2025-02-13_02_30,2298.976129890867
2025-02-13_36_12,2144.9011061746614
2025-01-26_19_32,2598.2148049771795
2025-01-04_45_34,2260.6145078378113
2025-01-02_32_19,1927.533646704686
2025-02-22_12_36,2622.132628318296
2025-01-27_02_31,1312.4912447417796
2025-01-23_37_36,152.26729107803135
2025-02-25_23_13,1893.252229999764
2025-01-28_45_47,3297.3893626839426
2025-01-17_47_28,2699.1950384831816
2025-01-17_46_20,1657.9570404635542
2025-01-17_18_46,2821.0404767936498
2025-01-14_45_44,1266.5193834009958
2025-02-26_46_20,1656.6254382625498
2025-02-24_32_19,2218.773531406698
2025-02-08_38_36,1785.9083740776464
2025-01-08_48_46,3242.106136615769
2025-01-31_47_10,1343.1710684785448
2025-01-06_28_47,2143.4962982821958
2025-01-14_47_05,3202.078679116932
2025-01-05_23_13,2141.0509624819365
2025-02-03_02_16,1285.4972954968098
2025-02-12_47_30,1440.7561266004284
2025-01-02_02_47,1721.9311645180026
2025-01-08_48_45,1342.9016392200565
2025-02-18_11_36,2258.8290461347124
2025-01-31_33_46,1599.2919445526743
2025-01-01_02_24,1123.5961940571153
2025-01-16_32_19,1577.1620435430239
2025-02-19_46_45,3445.8706536981454
2025-02-15_28_45,2236.8048133763796
2025-01-21_02_21,1084.875441445058
2025-02-24_45_05,1396.0346901142548
2025-01-21_45_48,1218.3303034183918
2025-01-03_36_12,2379.2852416957153
2025-01-15_40_02,1626.237690603854
2025-01-04_46_44,2804.7629366673154
